L,method,budget,comparator,n,ppl_method,ppl_comparator,delta_mean,delta_sd,ci_lo,ci_hi,t_crit,t,p,d_z,primary,p_holm,sig
4096,random,0.1,snapkv,20,897.63138675,6.7693692,890.86201755,763.5333795358157,533.5173961447579,1248.2066389552422,2.093024054408263,5.217919957934122,4.897753226062206e-05,1.166762372709354,False,,
4096,random,0.1,sink_window,20,897.63138675,7.266461650000002,890.3649250999999,763.5141751095449,533.0292916429195,1247.7005585570805,2.093024054408263,5.215139580138018,4.927973890313604e-05,1.166140661333832,False,,
4096,random,0.2,full,20,618.6599305000001,6.23913835,612.42079215,384.51203129002545,432.4636220644851,792.3779622355149,2.093024054408263,7.122869562688732,8.991399900230084e-07,1.5927220537036202,False,,
4096,random,0.2,snapkv,20,618.6599305000001,6.578421799999999,612.0815087,384.39991108460407,432.17681248587303,791.9862049141269,2.093024054408263,7.120999884532211,9.024653289268468e-07,1.5923039809582178,False,,
4096,random,0.2,sink_window,20,618.6599305000001,6.873289849999999,611.7866406500001,384.4654924425384,431.8512514155673,791.7220298844329,2.093024054408263,7.116355267822092,9.107812532978393e-07,1.591265413088892,False,,
4096,random,0.5,full,20,148.17623450000002,6.23913835,141.93709614999997,117.14924056988887,87.10956386214025,196.7646284378597,2.093024054408263,5.418404660181822,3.1497429893108016e-05,1.2115921149768203,False,,
4096,random,0.5,snapkv,20,148.17623450000002,6.33803015,141.83820435,117.12569214365179,87.02169306486778,196.65471563513225,2.093024054408263,5.415718121761323,3.1683416825907715e-05,1.2109913867235802,False,,
4096,random,0.5,sink_window,20,148.17623450000002,6.579694600000001,141.5965399,117.04279984518452,86.81882340473172,196.3742563952683,2.093024054408263,5.410319797782725,3.2060541558350066e-05,1.2097842847855087,False,,
4096,recency,0.05,full,20,730.3822993,6.23913835,724.1431609499999,374.09742890555884,549.0601748175505,899.2261470824493,2.093024054408263,8.656746655880106,5.092411992802749e-08,1.9357073986541895,True,5.092411992802749e-08,***
4096,recency,0.05,snapkv,20,730.3822993,7.051204399999999,723.3310948999999,374.0931575241785,548.2501078355718,898.412081964428,2.093024054408263,8.647137569369812,5.179875552022887e-08,1.9335587415903202,True,5.179875552022887e-08,***
4096,recency,0.05,sink_window,20,730.3822993,7.7289354,722.6533639,373.97849859880165,547.626038864473,897.6806889355271,2.093024054408263,8.641684224647404,5.2302065738768754e-08,1.9323393366399158,True,5.2302065738768754e-08,***
4096,recency,0.1,full,20,500.00019370000007,6.23913835,493.76105535,277.5261940094284,363.87479839470075,623.6473123052992,2.093024054408263,7.9566059581902175,1.8167936781164352e-07,1.7791511792693175,False,,
4096,recency,0.1,snapkv,20,500.00019370000007,6.7693692,493.23082450000004,277.6683479912095,363.2780374332973,623.1836115667028,2.093024054408263,7.943992609594701,1.8599957108133478e-07,1.7763307487809699,False,,
4096,recency,0.1,sink_window,20,500.00019370000007,7.266461650000002,492.73373205000007,277.62360350306267,362.8018860483579,622.6655780516422,2.093024054408263,7.937265461355575,1.8834716312874419e-07,1.7748265127052296,False,,
4096,recency,0.2,full,20,395.37031464999995,6.23913835,389.13117630000005,221.60587424743767,285.4164346049204,492.8459179950797,2.093024054408263,7.852894381307819,2.205452723041028e-07,1.7559605656730437,False,,
4096,recency,0.2,snapkv,20,395.37031464999995,6.578421799999999,388.79189285,221.69487193351404,285.0354989556986,492.54828674430144,2.093024054408263,7.842897708289218,2.2472207308418083e-07,1.7537252416312008,False,,
4096,recency,0.2,sink_window,20,395.37031464999995,6.873289849999999,388.4970248,221.6310610539035,284.77049531664267,492.2235542833574,2.093024054408263,7.839205862015356,2.2628527922229344e-07,1.752899719708117,False,,
4096,recency,0.5,full,20,286.47416205,6.23913835,280.2350237,161.68002261424647,204.5664438862359,355.9036035137641,2.093024054408263,7.751416069065412,2.6697958272363347e-07,1.7332693252314466,False,,
4096,recency,0.5,snapkv,20,286.47416205,6.33803015,280.13613189999995,161.70916657248517,204.45391229392004,355.81835150607986,2.093024054408263,7.747284178865218,2.690725488652779e-07,1.7323454064951265,False,,
4096,recency,0.5,sink_window,20,286.47416205,6.579694600000001,279.89446745,161.67258384696177,204.22936908649112,355.5595658135088,2.093024054408263,7.742352362435676,2.715930107547754e-07,1.731242618816226,False,,
4096,sink_window,0.05,full,20,7.7289354,6.23913835,1.4897970500000004,0.9629347714355473,1.0391297045255015,1.9404643954744993,2.093024054408263,6.9190303960305775,1.3484180953890958e-06,1.5471422303911662,True,1.3484180953890958e-06,***
4096,sink_window,0.05,snapkv,20,7.7289354,7.051204399999999,0.6777310000000002,0.40016309906152836,0.49044890472156755,0.8650130952784328,2.093024054408263,7.574174580379772,3.7397685375962585e-07,1.6936369235180115,True,7.479537075192517e-07,***
4096,sink_window,0.1,full,20,7.266461650000002,6.23913835,1.0273232999999997,0.7945561117915956,0.655459592972545,1.3991870070274546,2.093024054408263,5.782259300704828,1.4297122297736798e-05,1.2929524859906392,False,,
4096,sink_window,0.1,snapkv,20,7.266461650000002,6.7693692,0.4970924500000001,0.27176790572868476,0.36990115491640774,0.6242837450835924,2.093024054408263,8.180013061671797,1.2023770398258374e-07,1.8291065262734318,False,,
4096,sink_window,0.2,full,20,6.873289849999999,6.23913835,0.6341515,0.4081134546215124,0.44314852378333425,0.8251544762166657,2.093024054408263,6.9490767627277945,1.269781174430066e-06,1.5538608022323523,False,,
4096,sink_window,0.2,snapkv,20,6.873289849999999,6.578421799999999,0.29486805000000016,0.2810133259459556,0.1633497650613192,0.4263863349386811,2.093024054408263,4.692624465215662,0.0001585395231216349,1.0493027297100816,False,,
4096,sink_window,0.5,full,20,6.579694600000001,6.23913835,0.3405562499999999,0.2548288598015857,0.22129267244129844,0.4598198275587013,2.093024054408263,5.976614467885116,9.436550809881632e-06,1.3364116225499854,False,,
4096,sink_window,0.5,snapkv,20,6.579694600000001,6.33803015,0.2416644499999999,0.1874192983217533,0.1539495183443086,0.3293793816556912,2.093024054408263,5.766515431270062,1.4789463737838969e-05,1.2894320497621374,False,,
4096,snapkv,0.05,full,20,7.051204399999999,6.23913835,0.8120660499999998,0.8905154309323201,0.39529199918444013,1.2288401008155594,2.093024054408263,4.078166030472183,0.0006409176645302126,0.911905646766628,True,0.0006409176645302126,***
4096,snapkv,0.05,sink_window,20,7.051204399999999,7.7289354,-0.6777310000000002,0.40016309906152836,-0.8650130952784328,-0.49044890472156755,2.093024054408263,-7.574174580379772,3.7397685375962585e-07,-1.6936369235180115,True,7.479537075192517e-07,***
4096,snapkv,0.1,full,20,6.7693692,6.23913835,0.5302308499999999,0.6943529760068777,0.20526365408824343,0.8551980459117564,2.093024054408263,3.415070620668731,0.002903750953389248,0.763633005577768,False,,
4096,snapkv,0.1,sink_window,20,6.7693692,7.266461650000002,-0.4970924500000001,0.27176790572868476,-0.6242837450835924,-0.36990115491640774,2.093024054408263,-8.180013061671797,1.2023770398258374e-07,-1.8291065262734318,False,,
4096,snapkv,0.2,full,20,6.578421799999999,6.23913835,0.3392834499999998,0.4648578113452343,0.12172329735360177,0.5568436026463979,2.093024054408263,3.2640555426838627,0.004082649563193885,0.7298650075776083,False,,
4096,snapkv,0.2,sink_window,20,6.578421799999999,6.873289849999999,-0.29486805000000016,0.2810133259459556,-0.4263863349386811,-0.1633497650613192,2.093024054408263,-4.692624465215662,0.0001585395231216349,-1.0493027297100816,False,,
4096,snapkv,0.5,full,20,6.33803015,6.23913835,0.0988918,0.12870401151790092,0.03865646844558841,0.1591271315544116,2.093024054408263,3.436237683804561,0.002767883092067976,0.7683661047833427,False,,
4096,snapkv,0.5,sink_window,20,6.33803015,6.579694600000001,-0.2416644499999999,0.1874192983217533,-0.3293793816556912,-0.1539495183443086,2.093024054408263,-5.766515431270062,1.4789463737838969e-05,-1.2894320497621374,False,,
4096,tova,0.05,full,20,7.16639375,6.23913835,0.9272554,0.9261545097665314,0.4938017468584946,1.3607090531415054,2.093024054408263,4.477451839923407,0.0002580597378261184,1.0011886680050244,True,0.0002580597378261184,***
4096,tova,0.05,snapkv,20,7.16639375,7.051204399999999,0.1151893500000001,0.1763273309433563,0.032665618872938285,0.19771308112706193,2.093024054408263,2.9215121161989153,0.008754557085999558,0.6532699688910039,True,0.017509114171999116,*
4096,tova,0.05,sink_window,20,7.16639375,7.7289354,-0.56254165,0.4158579116181362,-0.7571691436609852,-0.3679141563390148,2.093024054408263,-6.04957286819615,8.083610460786058e-06,-1.3527256168124968,True,1.6167220921572116e-05,***
4096,tova,0.1,full,20,6.88310285,6.23913835,0.6439645,0.755744858306412,0.2902650187348261,0.997663981265174,2.093024054408263,3.8106733542945133,0.0011806556127971271,0.8520924660249672,False,,
4096,tova,0.1,snapkv,20,6.88310285,6.7693692,0.11373365000000009,0.14187667991169567,0.04733331986630035,0.18013398013369983,2.093024054408263,3.5850313509937792,0.0019745497418834895,0.8016373802289999,False,,
4096,tova,0.1,sink_window,20,6.88310285,7.266461650000002,-0.38335880000000006,0.2871748494127245,-0.5177607666866232,-0.24895683331337692,2.093024054408263,-5.969995898497119,9.57027730735215e-06,-1.3349316654434493,False,,
4096,tova,0.2,full,20,6.5847502,6.23913835,0.34561184999999994,0.46566212784562283,0.12767526564409878,0.5635484343559011,2.093024054408263,3.3191945155808957,0.0036059441572010627,0.7421944567383367,False,,
